exp,method,benchmark,seed,final_regret,n_iters,distinct_regret,incumbent_improved,final_cost,lf_fraction,path
mfdro_gp_refinement_test,REFINED,,42,0.43094554449523637,386,2,1,748.0,0.9948186528497409,results/mfdro_gp_refinement_test/checkpoints/REFINED__seed42.json
mfdro_gp_refinement_test,REFINED,,43,0.8803098146836037,372,1,0,748.0,0.989247311827957,results/mfdro_gp_refinement_test/checkpoints/REFINED__seed43.json
mfdro_gp_refinement_test,REFINED,,44,1.1015228884873118,386,1,0,748.0,0.9948186528497409,results/mfdro_gp_refinement_test/checkpoints/REFINED__seed44.json
mfdro_greedy_mes_5seed,Greedy-MES,Hartmann_6D,42,0.28703510437604596,625,5,4,800.0,0.96,results/mfdro_greedy_mes_5seed/checkpoints/Greedy-MES__Hartmann_6D__seed42.json
mfdro_greedy_mes_5seed,Greedy-MES,Hartmann_6D,43,0.24575054682419673,653,4,3,800.0,0.9678407350689127,results/mfdro_greedy_mes_5seed/checkpoints/Greedy-MES__Hartmann_6D__seed43.json
mfdro_greedy_mes_5seed,Greedy-MES,Hartmann_6D,44,0.48592982899115444,583,4,3,800.0,0.9468267581475128,results/mfdro_greedy_mes_5seed/checkpoints/Greedy-MES__Hartmann_6D__seed44.json
mfdro_greedy_mes_5seed,Greedy-MES,Hartmann_6D,45,0.29154824368360854,310,5,4,800.0,0.7741935483870968,results/mfdro_greedy_mes_5seed/checkpoints/Greedy-MES__Hartmann_6D__seed45.json
mfdro_greedy_mes_5seed,Greedy-MES,Hartmann_6D,46,0.27022759446064626,592,2,1,802.0,0.9493243243243243,results/mfdro_greedy_mes_5seed/checkpoints/Greedy-MES__Hartmann_6D__seed46.json
mfdro_hartmann_cost_ratio,cH2.0,,42,1.8932707198113516,100,3,2,239.0,0.93,results/mfdro_hartmann_cost_ratio/checkpoints/cH2.0__seed42.json
mfdro_hartmann_cost_ratio,cH2.0,,43,0.8756730285767116,100,3,2,247.0,0.85,results/mfdro_hartmann_cost_ratio/checkpoints/cH2.0__seed43.json
mfdro_hartmann_cost_ratio,cH2.0,,44,1.692827316081043,100,1,0,244.0,0.88,results/mfdro_hartmann_cost_ratio/checkpoints/cH2.0__seed44.json
mfdro_hartmann_cost_ratio,cH2.0,,45,0.9854722127323554,100,4,3,279.0,0.53,results/mfdro_hartmann_cost_ratio/checkpoints/cH2.0__seed45.json
mfdro_hartmann_cost_ratio,cH2.0,,46,0.23625727688974818,100,3,2,241.0,0.91,results/mfdro_hartmann_cost_ratio/checkpoints/cH2.0__seed46.json
mfdro_hartmann_cost_ratio,cH4.0,,42,2.1994017774501264,100,1,0,310.0,0.98,results/mfdro_hartmann_cost_ratio/checkpoints/cH4.0__seed42.json
mfdro_hartmann_cost_ratio,cH4.0,,43,1.6603416649119878,100,1,0,319.0,0.95,results/mfdro_hartmann_cost_ratio/checkpoints/cH4.0__seed43.json
mfdro_hartmann_cost_ratio,cH4.0,,44,1.692827316081043,100,1,0,316.0,0.96,results/mfdro_hartmann_cost_ratio/checkpoints/cH4.0__seed44.json
mfdro_hartmann_cost_ratio,cH4.0,,45,1.4035230325285812,100,1,0,310.0,0.98,results/mfdro_hartmann_cost_ratio/checkpoints/cH4.0__seed45.json
mfdro_hartmann_cost_ratio,cH4.0,,46,0.8915721648257624,100,1,0,319.0,0.95,results/mfdro_hartmann_cost_ratio/checkpoints/cH4.0__seed46.json
mfdro_init_hf_test,variantA,Hartmann_6D,42,0.41304924003228916,37,3,2,517.0,0.1891891891891892,results/mfdro_init_hf_test/checkpoints/variantA__Hartmann_6D__seed42.json
mfdro_init_hf_test,variantB,Hartmann_6D,42,1.1757046781630072,66,2,1,751.0,0.6212121212121212,results/mfdro_init_hf_test/checkpoints/variantB__Hartmann_6D__seed42.json
mfdro_init_size_tuning,Borehole_8D,Borehole_8D,42,57.56235832748831,30,5,4,102.0,0.06666666666666667,results/mfdro_init_size_tuning/checkpoints/Borehole_8D__mult0.5__seed42.json
mfdro_init_size_tuning,Borehole_8D,Borehole_8D,43,83.41529200817439,30,6,5,104.0,0.0,results/mfdro_init_size_tuning/checkpoints/Borehole_8D__mult0.5__seed43.json
mfdro_init_size_tuning,Borehole_8D,Borehole_8D,44,91.66524453056138,30,3,2,104.0,0.0,results/mfdro_init_size_tuning/checkpoints/Borehole_8D__mult0.5__seed44.json
mfdro_init_size_tuning,Borehole_8D,Borehole_8D,42,58.28197376400479,30,5,4,148.0,0.0,results/mfdro_init_size_tuning/checkpoints/Borehole_8D__mult1.0__seed42.json
mfdro_init_size_tuning,Borehole_8D,Borehole_8D,43,59.01940034929919,30,4,3,148.0,0.0,results/mfdro_init_size_tuning/checkpoints/Borehole_8D__mult1.0__seed43.json
mfdro_init_size_tuning,Borehole_8D,Borehole_8D,44,73.55555982117761,30,6,5,148.0,0.0,results/mfdro_init_size_tuning/checkpoints/Borehole_8D__mult1.0__seed44.json
mfdro_init_size_tuning,Borehole_8D,Borehole_8D,42,46.37085103564749,30,7,6,236.0,0.0,results/mfdro_init_size_tuning/checkpoints/Borehole_8D__mult2.0__seed42.json
mfdro_init_size_tuning,Borehole_8D,Borehole_8D,43,67.21394974122651,30,5,4,236.0,0.0,results/mfdro_init_size_tuning/checkpoints/Borehole_8D__mult2.0__seed43.json
mfdro_init_size_tuning,Borehole_8D,Borehole_8D,44,56.681224573877444,30,5,4,236.0,0.0,results/mfdro_init_size_tuning/checkpoints/Borehole_8D__mult2.0__seed44.json
mfdro_init_size_tuning,Currin_2D,Currin_2D,42,0.0038975405696373144,30,3,2,56.0,0.8,results/mfdro_init_size_tuning/checkpoints/Currin_2D__mult0.5__seed42.json
mfdro_init_size_tuning,Currin_2D,Currin_2D,43,0.4048161123783345,30,2,1,48.0,0.9333333333333333,results/mfdro_init_size_tuning/checkpoints/Currin_2D__mult0.5__seed43.json
mfdro_init_size_tuning,Currin_2D,Currin_2D,44,0.024887893998126742,30,1,0,48.0,0.9333333333333333,results/mfdro_init_size_tuning/checkpoints/Currin_2D__mult0.5__seed44.json
mfdro_init_size_tuning,Currin_2D,Currin_2D,42,3.413514171475617,30,1,0,62.0,0.9333333333333333,results/mfdro_init_size_tuning/checkpoints/Currin_2D__mult1.0__seed42.json
mfdro_init_size_tuning,Currin_2D,Currin_2D,43,0.480486876642507,30,2,1,62.0,0.9333333333333333,results/mfdro_init_size_tuning/checkpoints/Currin_2D__mult1.0__seed43.json
mfdro_init_size_tuning,Currin_2D,Currin_2D,44,0.36922480396000523,30,2,1,62.0,0.9333333333333333,results/mfdro_init_size_tuning/checkpoints/Currin_2D__mult1.0__seed44.json
mfdro_init_size_tuning,Currin_2D,Currin_2D,42,0.2831568974490182,30,2,1,90.0,0.9333333333333333,results/mfdro_init_size_tuning/checkpoints/Currin_2D__mult2.0__seed42.json
mfdro_init_size_tuning,Currin_2D,Currin_2D,43,0.8175021039643067,30,2,1,90.0,0.9333333333333333,results/mfdro_init_size_tuning/checkpoints/Currin_2D__mult2.0__seed43.json
mfdro_init_size_tuning,Currin_2D,Currin_2D,44,0.019708919250714274,30,2,1,90.0,0.9333333333333333,results/mfdro_init_size_tuning/checkpoints/Currin_2D__mult2.0__seed44.json
mfdro_init_size_tuning,Hartmann_6D,Hartmann_6D,42,2.315256617700758,30,1,0,131.0,0.9333333333333333,results/mfdro_init_size_tuning/checkpoints/Hartmann_6D__mult0.5__seed42.json
mfdro_init_size_tuning,Hartmann_6D,Hartmann_6D,43,2.4739769942095977,30,3,2,166.0,0.7666666666666667,results/mfdro_init_size_tuning/checkpoints/Hartmann_6D__mult0.5__seed43.json
mfdro_init_size_tuning,Hartmann_6D,Hartmann_6D,44,0.22339010329391895,30,5,4,292.0,0.16666666666666666,results/mfdro_init_size_tuning/checkpoints/Hartmann_6D__mult0.5__seed44.json
mfdro_init_size_tuning,Hartmann_6D,Hartmann_6D,42,2.3591936681725176,30,1,0,218.0,0.9333333333333333,results/mfdro_init_size_tuning/checkpoints/Hartmann_6D__mult1.0__seed42.json
mfdro_init_size_tuning,Hartmann_6D,Hartmann_6D,43,2.0768437117583103,30,1,0,218.0,0.9333333333333333,results/mfdro_init_size_tuning/checkpoints/Hartmann_6D__mult1.0__seed43.json
mfdro_init_size_tuning,Hartmann_6D,Hartmann_6D,44,0.693725199399903,30,1,0,239.0,0.8333333333333334,results/mfdro_init_size_tuning/checkpoints/Hartmann_6D__mult1.0__seed44.json
mfdro_init_size_tuning,Hartmann_6D,Hartmann_6D,42,1.2435441312498767,30,2,1,399.0,0.9,results/mfdro_init_size_tuning/checkpoints/Hartmann_6D__mult2.0__seed42.json
mfdro_init_size_tuning,Hartmann_6D,Hartmann_6D,43,1.6603416649119878,30,1,0,399.0,0.9,results/mfdro_init_size_tuning/checkpoints/Hartmann_6D__mult2.0__seed43.json
mfdro_init_size_tuning,Hartmann_6D,Hartmann_6D,44,1.692827316081043,30,1,0,392.0,0.9333333333333333,results/mfdro_init_size_tuning/checkpoints/Hartmann_6D__mult2.0__seed44.json
mfdro_lf_screened_pilot,Borehole_8D,Borehole_8D,42,87.1989434831707,129,1,,288.0,0.4496124031007752,results/mfdro_lf_screened_pilot/checkpoints/Borehole_8D__off__seed42.mf.json
mfdro_lf_screened_pilot,Borehole_8D,Borehole_8D,42,54.55751005225298,156,1,,288.0,0.717948717948718,results/mfdro_lf_screened_pilot/checkpoints/Borehole_8D__on__seed42.mf.json
mfdro_lf_screened_pilot,Hartmann_6D,Hartmann_6D,42,0.6749990405448356,345,12,,974.0,0.8115942028985508,results/mfdro_lf_screened_pilot/checkpoints/Hartmann_6D__off__seed42.mf.json
mfdro_lf_screened_pilot,Hartmann_6D,Hartmann_6D,42,0.5757513770375162,102,3,,976.0,0.0196078431372549,results/mfdro_lf_screened_pilot/checkpoints/Hartmann_6D__on__seed42.mf.json
mfdro_lf_screened_pilot,off,Borehole_8D,42,87.1989434831707,129,1,,288.0,0.4496124031007752,results/mfdro_lf_screened_pilot/checkpoints/off__Borehole_8D__seed42.json
mfdro_lf_screened_pilot,off,Hartmann_6D,42,0.6749990405448356,345,12,,974.0,0.8115942028985508,results/mfdro_lf_screened_pilot/checkpoints/off__Hartmann_6D__seed42.json
mfdro_lf_screened_pilot,on,Borehole_8D,42,54.55751005225298,156,1,,288.0,0.717948717948718,results/mfdro_lf_screened_pilot/checkpoints/on__Borehole_8D__seed42.json
mfdro_lf_screened_pilot,on,Hartmann_6D,42,0.5757513770375162,102,3,,976.0,0.0196078431372549,results/mfdro_lf_screened_pilot/checkpoints/on__Hartmann_6D__seed42.json
mfdro_num_epochs_ablation,epochs100,Hartmann_6D,42,0.7572021917335308,50,1,0,432.0,0.68,results/mfdro_num_epochs_ablation/checkpoints/epochs100__Hartmann_6D__seed42.json
mfdro_num_epochs_ablation,epochs10,Hartmann_6D,42,0.2435690574004683,50,4,3,425.0,0.7,results/mfdro_num_epochs_ablation/checkpoints/epochs10__Hartmann_6D__seed42.json
mfdro_num_epochs_ablation_v2,Borehole_8D,Borehole_8D,42,100.81770356436229,50,1,0,149.0,0.82,results/mfdro_num_epochs_ablation_v2/checkpoints/Borehole_8D__epochs100__seed42.json
mfdro_num_epochs_ablation_v2,Borehole_8D,Borehole_8D,43,70.67024465925698,50,1,0,143.0,0.94,results/mfdro_num_epochs_ablation_v2/checkpoints/Borehole_8D__epochs100__seed43.json
mfdro_num_epochs_ablation_v2,Borehole_8D,Borehole_8D,44,94.66847309407396,50,2,1,165.0,0.5,results/mfdro_num_epochs_ablation_v2/checkpoints/Borehole_8D__epochs100__seed44.json
mfdro_num_epochs_ablation_v2,Borehole_8D,Borehole_8D,42,75.78740224915433,50,13,12,187.0,0.06,results/mfdro_num_epochs_ablation_v2/checkpoints/Borehole_8D__epochs10__seed42.json
mfdro_num_epochs_ablation_v2,Borehole_8D,Borehole_8D,43,101.49889625722395,50,3,2,169.0,0.42,results/mfdro_num_epochs_ablation_v2/checkpoints/Borehole_8D__epochs10__seed43.json
mfdro_num_epochs_ablation_v2,Borehole_8D,Borehole_8D,44,109.18894207893564,50,3,2,145.0,0.9,results/mfdro_num_epochs_ablation_v2/checkpoints/Borehole_8D__epochs10__seed44.json
mfdro_num_epochs_ablation_v2,Borehole_8D,Borehole_8D,42,72.8281099653534,50,9,8,181.0,0.18,results/mfdro_num_epochs_ablation_v2/checkpoints/Borehole_8D__epochs20__seed42.json
mfdro_num_epochs_ablation_v2,Borehole_8D,Borehole_8D,43,99.35333040500805,50,2,1,143.0,0.94,results/mfdro_num_epochs_ablation_v2/checkpoints/Borehole_8D__epochs20__seed43.json
mfdro_num_epochs_ablation_v2,Borehole_8D,Borehole_8D,44,120.94630237696964,50,1,0,142.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Borehole_8D__epochs20__seed44.json
mfdro_num_epochs_ablation_v2,Borehole_8D,Borehole_8D,42,79.55386398742951,50,6,5,170.0,0.4,results/mfdro_num_epochs_ablation_v2/checkpoints/Borehole_8D__epochs30__seed42.json
mfdro_num_epochs_ablation_v2,Borehole_8D,Borehole_8D,43,95.92858231857446,50,2,1,142.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Borehole_8D__epochs30__seed43.json
mfdro_num_epochs_ablation_v2,Borehole_8D,Borehole_8D,44,107.72342717158381,50,2,1,143.0,0.94,results/mfdro_num_epochs_ablation_v2/checkpoints/Borehole_8D__epochs30__seed44.json
mfdro_num_epochs_ablation_v2,Currin_2D,Currin_2D,42,0.2214595691708574,50,2,1,176.0,0.94,results/mfdro_num_epochs_ablation_v2/checkpoints/Currin_2D__epochs100__seed42.json
mfdro_num_epochs_ablation_v2,Currin_2D,Currin_2D,43,0.10344651695438145,50,1,0,174.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Currin_2D__epochs100__seed43.json
mfdro_num_epochs_ablation_v2,Currin_2D,Currin_2D,44,0.6238100317607067,50,2,1,174.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Currin_2D__epochs100__seed44.json
mfdro_num_epochs_ablation_v2,Currin_2D,Currin_2D,42,0.13371769152301027,50,1,0,174.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Currin_2D__epochs10__seed42.json
mfdro_num_epochs_ablation_v2,Currin_2D,Currin_2D,43,0.04047455576669101,50,1,0,174.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Currin_2D__epochs10__seed43.json
mfdro_num_epochs_ablation_v2,Currin_2D,Currin_2D,44,0.7959929175395839,50,1,0,174.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Currin_2D__epochs10__seed44.json
mfdro_num_epochs_ablation_v2,Currin_2D,Currin_2D,42,0.267203577463091,50,2,1,174.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Currin_2D__epochs20__seed42.json
mfdro_num_epochs_ablation_v2,Currin_2D,Currin_2D,43,0.10344651695438145,50,1,0,174.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Currin_2D__epochs20__seed43.json
mfdro_num_epochs_ablation_v2,Currin_2D,Currin_2D,44,0.05343873199233151,50,2,1,174.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Currin_2D__epochs20__seed44.json
mfdro_num_epochs_ablation_v2,Currin_2D,Currin_2D,42,0.0023367320857179408,50,2,1,174.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Currin_2D__epochs30__seed42.json
mfdro_num_epochs_ablation_v2,Currin_2D,Currin_2D,43,0.10344651695438145,50,1,0,174.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Currin_2D__epochs30__seed43.json
mfdro_num_epochs_ablation_v2,Currin_2D,Currin_2D,44,0.3142163058803682,50,1,0,174.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Currin_2D__epochs30__seed44.json
mfdro_num_epochs_ablation_v2,Hartmann_6D,Hartmann_6D,42,0.7572021917335308,50,1,0,425.0,0.7,results/mfdro_num_epochs_ablation_v2/checkpoints/Hartmann_6D__epochs100__seed42.json
mfdro_num_epochs_ablation_v2,Hartmann_6D,Hartmann_6D,43,1.566702085350757,50,2,1,334.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Hartmann_6D__epochs100__seed43.json
mfdro_num_epochs_ablation_v2,Hartmann_6D,Hartmann_6D,44,0.8843041210248033,50,1,0,334.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Hartmann_6D__epochs100__seed44.json
mfdro_num_epochs_ablation_v2,Hartmann_6D,Hartmann_6D,42,0.2435690574004683,50,4,3,425.0,0.7,results/mfdro_num_epochs_ablation_v2/checkpoints/Hartmann_6D__epochs10__seed42.json
mfdro_num_epochs_ablation_v2,Hartmann_6D,Hartmann_6D,43,1.8459601708723894,50,2,1,334.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Hartmann_6D__epochs10__seed43.json
mfdro_num_epochs_ablation_v2,Hartmann_6D,Hartmann_6D,44,1.0679911815206902,50,1,0,341.0,0.94,results/mfdro_num_epochs_ablation_v2/checkpoints/Hartmann_6D__epochs10__seed44.json
mfdro_num_epochs_ablation_v2,Hartmann_6D,Hartmann_6D,42,0.7572021917335308,50,1,0,530.0,0.4,results/mfdro_num_epochs_ablation_v2/checkpoints/Hartmann_6D__epochs20__seed42.json
mfdro_num_epochs_ablation_v2,Hartmann_6D,Hartmann_6D,43,1.8625717624163232,50,1,0,334.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Hartmann_6D__epochs20__seed43.json
mfdro_num_epochs_ablation_v2,Hartmann_6D,Hartmann_6D,44,1.5808020898190513,50,1,0,334.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Hartmann_6D__epochs20__seed44.json
mfdro_num_epochs_ablation_v2,Hartmann_6D,Hartmann_6D,42,0.7572021917335308,50,1,0,586.0,0.24,results/mfdro_num_epochs_ablation_v2/checkpoints/Hartmann_6D__epochs30__seed42.json
mfdro_num_epochs_ablation_v2,Hartmann_6D,Hartmann_6D,43,1.8625717624163232,50,1,0,334.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Hartmann_6D__epochs30__seed43.json
mfdro_num_epochs_ablation_v2,Hartmann_6D,Hartmann_6D,44,0.8568100942681482,50,2,1,334.0,0.96,results/mfdro_num_epochs_ablation_v2/checkpoints/Hartmann_6D__epochs30__seed44.json
mfdro_oracle_init_test,ORACLE,Hartmann_6D,42,0.2667994194552237,142,1,0,510.0,0.9014084507042254,results/mfdro_oracle_init_test/checkpoints/ORACLE__Hartmann_6D__seed42.json
mfdro_oracle_init_test,ORACLE,Hartmann_6D,43,0.21871489110929687,169,1,0,516.0,0.9349112426035503,results/mfdro_oracle_init_test/checkpoints/ORACLE__Hartmann_6D__seed43.json
mfdro_oracle_init_test,ORACLE,Hartmann_6D,44,0.2342015073986059,226,1,0,510.0,0.9911504424778761,results/mfdro_oracle_init_test/checkpoints/ORACLE__Hartmann_6D__seed44.json
mfdro_oracle_init_test,RANDOM,Hartmann_6D,42,0.41304924003228916,37,3,2,517.0,0.1891891891891892,results/mfdro_oracle_init_test/checkpoints/RANDOM__Hartmann_6D__seed42.json
mfdro_oracle_init_test,RANDOM,Hartmann_6D,43,1.8625717624163232,226,1,0,510.0,0.9911504424778761,results/mfdro_oracle_init_test/checkpoints/RANDOM__Hartmann_6D__seed43.json
mfdro_oracle_init_test,RANDOM,Hartmann_6D,44,1.0687116797539753,219,1,0,510.0,0.9863013698630136,results/mfdro_oracle_init_test/checkpoints/RANDOM__Hartmann_6D__seed44.json
mfdro_random_teacher_test,Hartmann_6D,Hartmann_6D,42,0.1123489991524127,386,1,0,670.0,0.9948186528497409,results/mfdro_random_teacher_test/checkpoints/Hartmann_6D__seed42.json
mfdro_random_teacher_test,Hartmann_6D,Hartmann_6D,43,0.12820858742494678,386,1,0,670.0,0.9948186528497409,results/mfdro_random_teacher_test/checkpoints/Hartmann_6D__seed43.json
mfdro_random_teacher_test,Hartmann_6D,Hartmann_6D,44,0.23445660327060658,386,1,0,670.0,0.9948186528497409,results/mfdro_random_teacher_test/checkpoints/Hartmann_6D__seed44.json
mfdro_real_refit_comparison,Greedy-MES,Hartmann_6D,42,0.7985487833214475,66,2,1,80.0,0.9696969696969697,results/mfdro_real_refit_comparison/checkpoints/Greedy-MES__Hartmann_6D__seed42.json
mfdro_real_refit_comparison,Greedy-MES,Hartmann_6D,43,0.38185803300970633,66,3,2,80.0,0.9696969696969697,results/mfdro_real_refit_comparison/checkpoints/Greedy-MES__Hartmann_6D__seed43.json
mfdro_real_refit_comparison,Greedy-MES,Hartmann_6D,44,0.693725199399903,38,1,0,80.0,0.8421052631578947,results/mfdro_real_refit_comparison/checkpoints/Greedy-MES__Hartmann_6D__seed44.json
mfdro_real_refit_comparison,Hartmann_6D,Hartmann_6D,42,1.0015788842604065,31,1,,254.0,0.7741935483870968,results/mfdro_real_refit_comparison/checkpoints/Hartmann_6D__Real-Refit__seed42.mf.json
mfdro_real_refit_comparison,Hartmann_6D,Hartmann_6D,43,1.9588714226893762,66,2,,254.0,0.9696969696969697,results/mfdro_real_refit_comparison/checkpoints/Hartmann_6D__Real-Refit__seed43.mf.json
mfdro_real_refit_comparison,Hartmann_6D,Hartmann_6D,44,0.693725199399903,52,1,,254.0,0.9230769230769231,results/mfdro_real_refit_comparison/checkpoints/Hartmann_6D__Real-Refit__seed44.mf.json
mfdro_real_refit_comparison,Hartmann_6D,Hartmann_6D,42,0.7244215658058026,52,1,,254.0,0.9230769230769231,results/mfdro_real_refit_comparison/checkpoints/Hartmann_6D__Real__seed42.mf.json
mfdro_real_refit_comparison,Hartmann_6D,Hartmann_6D,43,2.0768437117583103,66,1,,254.0,0.9696969696969697,results/mfdro_real_refit_comparison/checkpoints/Hartmann_6D__Real__seed43.mf.json
mfdro_real_refit_comparison,Hartmann_6D,Hartmann_6D,44,0.693725199399903,38,1,,254.0,0.8421052631578947,results/mfdro_real_refit_comparison/checkpoints/Hartmann_6D__Real__seed44.mf.json
mfdro_real_refit_comparison,Hartmann_6D,Hartmann_6D,42,1.4305695633902509,52,2,,254.0,0.9230769230769231,results/mfdro_real_refit_comparison/checkpoints/Hartmann_6D__Simulated__seed42.mf.json
mfdro_real_refit_comparison,Hartmann_6D,Hartmann_6D,43,2.0768437117583103,66,1,,254.0,0.9696969696969697,results/mfdro_real_refit_comparison/checkpoints/Hartmann_6D__Simulated__seed43.mf.json
mfdro_real_refit_comparison,Hartmann_6D,Hartmann_6D,44,0.693725199399903,52,1,,254.0,0.9230769230769231,results/mfdro_real_refit_comparison/checkpoints/Hartmann_6D__Simulated__seed44.mf.json
mfdro_real_refit_comparison,Real-Refit,Hartmann_6D,42,1.0015788842604065,31,1,0,254.0,0.7741935483870968,results/mfdro_real_refit_comparison/checkpoints/Real-Refit__Hartmann_6D__seed42.json
mfdro_real_refit_comparison,Real-Refit,Hartmann_6D,43,1.9588714226893762,66,2,1,254.0,0.9696969696969697,results/mfdro_real_refit_comparison/checkpoints/Real-Refit__Hartmann_6D__seed43.json
mfdro_real_refit_comparison,Real-Refit,Hartmann_6D,44,0.693725199399903,52,1,0,254.0,0.9230769230769231,results/mfdro_real_refit_comparison/checkpoints/Real-Refit__Hartmann_6D__seed44.json
mfdro_real_refit_comparison,Real,Hartmann_6D,42,0.7244215658058026,52,1,0,254.0,0.9230769230769231,results/mfdro_real_refit_comparison/checkpoints/Real__Hartmann_6D__seed42.json
mfdro_real_refit_comparison,Real,Hartmann_6D,43,2.0768437117583103,66,1,0,254.0,0.9696969696969697,results/mfdro_real_refit_comparison/checkpoints/Real__Hartmann_6D__seed43.json
mfdro_real_refit_comparison,Real,Hartmann_6D,44,0.693725199399903,38,1,0,254.0,0.8421052631578947,results/mfdro_real_refit_comparison/checkpoints/Real__Hartmann_6D__seed44.json
mfdro_real_refit_comparison,Simulated,Hartmann_6D,42,1.4305695633902509,52,2,1,254.0,0.9230769230769231,results/mfdro_real_refit_comparison/checkpoints/Simulated__Hartmann_6D__seed42.json
mfdro_real_refit_comparison,Simulated,Hartmann_6D,43,2.0768437117583103,66,1,0,254.0,0.9696969696969697,results/mfdro_real_refit_comparison/checkpoints/Simulated__Hartmann_6D__seed43.json
mfdro_real_refit_comparison,Simulated,Hartmann_6D,44,0.693725199399903,52,1,0,254.0,0.9230769230769231,results/mfdro_real_refit_comparison/checkpoints/Simulated__Hartmann_6D__seed44.json
mfdro_real_vs_simulated,Hartmann_6D,Hartmann_6D,42,0.49282141443239835,100,4,,974.0,0.0,results/mfdro_real_vs_simulated/checkpoints/Hartmann_6D__Real__seed42.mf.json
mfdro_real_vs_simulated,Hartmann_6D,Hartmann_6D,43,2.0768437117583103,500,1,,688.0,0.996,results/mfdro_real_vs_simulated/checkpoints/Hartmann_6D__Real__seed43.mf.json
mfdro_real_vs_simulated,Hartmann_6D,Hartmann_6D,44,0.5162580132873789,500,3,,772.0,0.972,results/mfdro_real_vs_simulated/checkpoints/Hartmann_6D__Real__seed44.mf.json
mfdro_real_vs_simulated,Hartmann_6D,Hartmann_6D,42,1.6632602371761291,500,7,,891.0,0.938,results/mfdro_real_vs_simulated/checkpoints/Hartmann_6D__Simulated__seed42.mf.json
mfdro_real_vs_simulated,Hartmann_6D,Hartmann_6D,43,2.0768437117583103,500,1,,688.0,0.996,results/mfdro_real_vs_simulated/checkpoints/Hartmann_6D__Simulated__seed43.mf.json
mfdro_real_vs_simulated,Hartmann_6D,Hartmann_6D,44,0.693725199399903,500,1,,730.0,0.984,results/mfdro_real_vs_simulated/checkpoints/Hartmann_6D__Simulated__seed44.mf.json
mfdro_real_vs_simulated,Real,Hartmann_6D,42,0.49282141443239835,100,4,3,974.0,0.0,results/mfdro_real_vs_simulated/checkpoints/Real__Hartmann_6D__seed42.json
mfdro_real_vs_simulated,Real,Hartmann_6D,43,2.0768437117583103,500,1,0,688.0,0.996,results/mfdro_real_vs_simulated/checkpoints/Real__Hartmann_6D__seed43.json
mfdro_real_vs_simulated,Real,Hartmann_6D,44,0.5162580132873789,500,3,2,772.0,0.972,results/mfdro_real_vs_simulated/checkpoints/Real__Hartmann_6D__seed44.json
mfdro_real_vs_simulated,Simulated,Hartmann_6D,42,1.6632602371761291,500,7,6,891.0,0.938,results/mfdro_real_vs_simulated/checkpoints/Simulated__Hartmann_6D__seed42.json
mfdro_real_vs_simulated,Simulated,Hartmann_6D,43,2.0768437117583103,500,1,0,688.0,0.996,results/mfdro_real_vs_simulated/checkpoints/Simulated__Hartmann_6D__seed43.json
mfdro_real_vs_simulated,Simulated,Hartmann_6D,44,0.693725199399903,500,1,0,730.0,0.984,results/mfdro_real_vs_simulated/checkpoints/Simulated__Hartmann_6D__seed44.json
mfdro_smoketest,Currin_2D,Currin_2D,42,0.08951260237403069,5,2,,21.0,0.6,results/mfdro_smoketest/checkpoints/Currin_2D__MF-DRO__seed42.mf.json
mfdro_smoketest,Hartmann_6D,Hartmann_6D,42,3.109587614383969,5,1,,32.0,1.0,results/mfdro_smoketest/checkpoints/Hartmann_6D__MF-DRO__seed42.mf.json
mfdro_smoketest_fix12,Hartmann_6D,Hartmann_6D,42,2.7680623007965086,5,3,,67.0,0.0,results/mfdro_smoketest_fix12/checkpoints/Hartmann_6D__MF-DRO__seed42.mf.json
mfdro_smoketest_h6d_v2,Hartmann_6D,Hartmann_6D,42,3.109587614383969,5,1,,32.0,1.0,results/mfdro_smoketest_h6d_v2/checkpoints/Hartmann_6D__MF-DRO__seed42.mf.json
mfdro_smoketest_h6d_v3,Hartmann_6D,Hartmann_6D,42,3.109587614383969,5,1,,32.0,1.0,results/mfdro_smoketest_h6d_v3/checkpoints/Hartmann_6D__MF-DRO__seed42.mf.json
